phase,url,schema_types,json_ld_blocks,valid_json,visible_match,rich_result_eligible,issues,recommended_action,types,parse_valid,purpose_aligned,rich_result_eligibility
"after","https://kujo.robertdevore.com/course/projects-and-lockfiles/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/standard-library/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/testing/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/machine-contracts/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/documentation/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/editor-and-lsp/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/filesystem/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/processes/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/http-and-networking/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/data-and-persistence/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/capability-security/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/secret-boundaries/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/ai-effects-and-messages/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/request-identity/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/record-and-replay/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/streaming/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/structured-outputs/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/context-and-vectors/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/tool-loops/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/mechanism-and-policy/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/loop-engineering/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/evaluation/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/evidence-and-handoffs/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/isolation-and-observability/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/course/mcp-interoperability/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-1/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-2/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-3/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-4/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-5/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/build-6/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/capstone/","","","","","","","","LearningResource|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/explorer/","","","","","","","","WebPage|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/about/","","","","","","","","AboutPage|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
"after","https://kujo.robertdevore.com/evidence/","","","","","","","","WebPage|BreadcrumbList","true","true","Not established; Schema.org semantics are distinct from Google eligibility"
